"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Negative login check","544","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Aug 25 15:11:48 UTC 2025","broken","Mon Aug 25 15:11:48 UTC 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"Check if user can login from home page","10721","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Aug 25 15:12:38 UTC 2025","broken","Mon Aug 25 15:12:49 UTC 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkValidLogin"
"Negative login check","680","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Aug 25 15:12:08 UTC 2025","broken","Mon Aug 25 15:12:08 UTC 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","305","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Aug 25 15:11:29 UTC 2025","broken","Mon Aug 25 15:11:29 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Aug 25 15:14:12 UTC 2025","failed","Mon Aug 25 15:14:12 UTC 2025","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","setUp"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10865","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Aug 25 15:13:19 UTC 2025","broken","Mon Aug 25 15:13:30 UTC 2025","tests.ui.EventMapTest","FireFox","tests.ui.EventMapTest","checkMapMarker"
"","396","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Aug 25 15:13:35 UTC 2025","failed","Mon Aug 25 15:13:36 UTC 2025","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Aug 25 15:13:19 UTC 2025","failed","Mon Aug 25 15:13:19 UTC 2025","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","setUp"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10680","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Aug 25 15:12:30 UTC 2025","broken","Mon Aug 25 15:12:41 UTC 2025","tests.ui.EventMapTest","Chrome","tests.ui.EventMapTest","checkMapMarker"
"Negative login check","416","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Aug 25 15:11:34 UTC 2025","broken","Mon Aug 25 15:11:34 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
