"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10628","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Aug 04 15:14:28 GMT 2025","broken","Mon Aug 04 15:14:39 GMT 2025","tests.ui.EventMapTest","FireFox","tests.ui.EventMapTest","checkMapMarker"
"","1","setUp","Meeting with friends CrossBrowserTest","Mon Aug 04 15:14:41 GMT 2025","failed","Mon Aug 04 15:14:41 GMT 2025","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","setUp"
"Negative login check","559","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Aug 04 15:13:18 GMT 2025","broken","Mon Aug 04 15:13:19 GMT 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","10754","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Aug 04 15:14:34 GMT 2025","broken","Mon Aug 04 15:14:45 GMT 2025","tests.ui.RegistrationTest","Edge","tests.ui.RegistrationTest","checkCreateNewAccount"
"Negative login check","677","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Aug 04 15:12:56 GMT 2025","broken","Mon Aug 04 15:12:57 GMT 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Aug 04 15:14:41 GMT 2025","skipped","Mon Aug 04 15:14:41 GMT 2025","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"Negative login check","495","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Aug 04 15:12:49 GMT 2025","broken","Mon Aug 04 15:12:50 GMT 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"","195","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Aug 04 15:15:20 GMT 2025","failed","Mon Aug 04 15:15:20 GMT 2025","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"Negative login check","442","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Aug 04 15:13:02 GMT 2025","broken","Mon Aug 04 15:13:03 GMT 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Aug 04 15:14:47 GMT 2025","skipped","Mon Aug 04 15:14:47 GMT 2025","tests.api.TokenBasedAuthTest","Edge","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Aug 04 15:14:47 GMT 2025","failed","Mon Aug 04 15:14:47 GMT 2025","tests.api.TokenBasedAuthTest","Edge","tests.api.TokenBasedAuthTest","setUp"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Aug 04 15:15:22 GMT 2025","failed","Mon Aug 04 15:15:22 GMT 2025","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","setUp"
"Creating a new account with valid data","10738","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Aug 04 15:14:25 GMT 2025","broken","Mon Aug 04 15:14:36 GMT 2025","tests.ui.RegistrationTest","Chrome","tests.ui.RegistrationTest","checkCreateNewAccount"
"Negative login check","433","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Aug 04 15:12:53 GMT 2025","broken","Mon Aug 04 15:12:54 GMT 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10886","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Aug 04 15:14:00 GMT 2025","broken","Mon Aug 04 15:14:11 GMT 2025","tests.ui.EventMapTest","Edge","tests.ui.EventMapTest","checkMapMarker"
"Check if user can login from home page","10943","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Aug 04 15:13:18 GMT 2025","broken","Mon Aug 04 15:13:29 GMT 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkValidLogin"
"Negative login check","384","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Aug 04 15:13:08 GMT 2025","broken","Mon Aug 04 15:13:09 GMT 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"","191","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Aug 04 15:14:45 GMT 2025","failed","Mon Aug 04 15:14:45 GMT 2025","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"Negative login check","821","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Aug 04 15:12:54 GMT 2025","broken","Mon Aug 04 15:12:55 GMT 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10599","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Aug 04 15:13:52 GMT 2025","broken","Mon Aug 04 15:14:02 GMT 2025","tests.ui.EventMapTest","Chrome","tests.ui.EventMapTest","checkMapMarker"
"","227","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Aug 04 15:14:39 GMT 2025","failed","Mon Aug 04 15:14:39 GMT 2025","tests.api.CreateUserTest","Chrome","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"Check if user can login from home page","10519","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Aug 04 15:13:47 GMT 2025","broken","Mon Aug 04 15:13:58 GMT 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkValidLogin"
"Check if user can login from home page","10655","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Aug 04 15:13:26 GMT 2025","broken","Mon Aug 04 15:13:37 GMT 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkValidLogin"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Aug 04 15:15:22 GMT 2025","skipped","Mon Aug 04 15:15:22 GMT 2025","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"Creating a new account with valid data","10434","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Aug 04 15:15:07 GMT 2025","broken","Mon Aug 04 15:15:18 GMT 2025","tests.ui.RegistrationTest","FireFox","tests.ui.RegistrationTest","checkCreateNewAccount"
"Negative login check","475","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Aug 04 15:12:46 GMT 2025","broken","Mon Aug 04 15:12:46 GMT 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"","388","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Aug 04 15:14:46 GMT 2025","failed","Mon Aug 04 15:14:47 GMT 2025","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"","479","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Aug 04 15:14:40 GMT 2025","failed","Mon Aug 04 15:14:41 GMT 2025","tests.api.CreateUserTest","Chrome","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"Negative login check","477","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Aug 04 15:12:58 GMT 2025","broken","Mon Aug 04 15:12:59 GMT 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"","397","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Aug 04 15:15:21 GMT 2025","failed","Mon Aug 04 15:15:21 GMT 2025","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
