"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check if user can login from home page","10789","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Feb 02 15:30:09 UTC 2026","broken","Mon Feb 02 15:30:20 UTC 2026","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkValidLogin"
"Check if user can login from home page","10796","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Feb 02 15:30:05 UTC 2026","broken","Mon Feb 02 15:30:15 UTC 2026","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkValidLogin"
"","402","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Feb 02 15:31:26 UTC 2026","failed","Mon Feb 02 15:31:27 UTC 2026","tests.api.CreateUserTest","Chrome","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Feb 02 15:31:30 UTC 2026","skipped","Mon Feb 02 15:31:30 UTC 2026","tests.api.TokenBasedAuthTest","Edge","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"Negative login check","935","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Feb 02 15:29:36 UTC 2026","broken","Mon Feb 02 15:29:37 UTC 2026","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","435","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Feb 02 15:30:05 UTC 2026","broken","Mon Feb 02 15:30:06 UTC 2026","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","662","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Feb 02 15:29:36 UTC 2026","broken","Mon Feb 02 15:29:37 UTC 2026","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Feb 02 15:31:30 UTC 2026","failed","Mon Feb 02 15:31:30 UTC 2026","tests.api.TokenBasedAuthTest","Edge","tests.api.TokenBasedAuthTest","setUp"
"Negative login check","432","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Feb 02 15:29:45 UTC 2026","broken","Mon Feb 02 15:29:46 UTC 2026","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"","322","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Feb 02 15:32:08 UTC 2026","failed","Mon Feb 02 15:32:09 UTC 2026","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"Negative login check","611","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Feb 02 15:29:43 UTC 2026","broken","Mon Feb 02 15:29:44 UTC 2026","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","10556","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Feb 02 15:31:56 UTC 2026","broken","Mon Feb 02 15:32:07 UTC 2026","tests.ui.RegistrationTest","FireFox","tests.ui.RegistrationTest","checkCreateNewAccount"
"","473","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Feb 02 15:32:12 UTC 2026","failed","Mon Feb 02 15:32:12 UTC 2026","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"","495","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Feb 02 15:31:30 UTC 2026","failed","Mon Feb 02 15:31:30 UTC 2026","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10570","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Feb 02 15:30:38 UTC 2026","broken","Mon Feb 02 15:30:48 UTC 2026","tests.ui.EventMapTest","Chrome","tests.ui.EventMapTest","checkMapMarker"
"Negative login check","589","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Feb 02 15:29:32 UTC 2026","broken","Mon Feb 02 15:29:33 UTC 2026","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","620","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Feb 02 15:29:41 UTC 2026","broken","Mon Feb 02 15:29:41 UTC 2026","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Feb 02 15:32:12 UTC 2026","failed","Mon Feb 02 15:32:12 UTC 2026","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","setUp"
"","393","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Feb 02 15:31:24 UTC 2026","failed","Mon Feb 02 15:31:25 UTC 2026","tests.api.CreateUserTest","Chrome","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10866","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Feb 02 15:31:16 UTC 2026","broken","Mon Feb 02 15:31:27 UTC 2026","tests.ui.EventMapTest","FireFox","tests.ui.EventMapTest","checkMapMarker"
"Check if user can login from home page","10553","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Feb 02 15:30:36 UTC 2026","broken","Mon Feb 02 15:30:46 UTC 2026","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkValidLogin"
"Negative login check","648","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Feb 02 15:29:40 UTC 2026","broken","Mon Feb 02 15:29:41 UTC 2026","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10648","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Feb 02 15:30:43 UTC 2026","broken","Mon Feb 02 15:30:54 UTC 2026","tests.ui.EventMapTest","Edge","tests.ui.EventMapTest","checkMapMarker"
"Creating a new account with valid data","10860","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Feb 02 15:31:17 UTC 2026","broken","Mon Feb 02 15:31:27 UTC 2026","tests.ui.RegistrationTest","Edge","tests.ui.RegistrationTest","checkCreateNewAccount"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Feb 02 15:32:12 UTC 2026","skipped","Mon Feb 02 15:32:12 UTC 2026","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"Creating a new account with valid data","10639","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Feb 02 15:31:11 UTC 2026","broken","Mon Feb 02 15:31:22 UTC 2026","tests.ui.RegistrationTest","Chrome","tests.ui.RegistrationTest","checkCreateNewAccount"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Feb 02 15:31:27 UTC 2026","skipped","Mon Feb 02 15:31:27 UTC 2026","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"","1","setUp","Meeting with friends CrossBrowserTest","Mon Feb 02 15:31:27 UTC 2026","failed","Mon Feb 02 15:31:27 UTC 2026","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","setUp"
"Negative login check","457","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Feb 02 15:29:55 UTC 2026","broken","Mon Feb 02 15:29:55 UTC 2026","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"","287","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Feb 02 15:31:28 UTC 2026","failed","Mon Feb 02 15:31:28 UTC 2026","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
