"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","76","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Mar 30 16:02:08 UTC 2026","failed","Mon Mar 30 16:02:08 UTC 2026","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"","82","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Mar 30 16:01:19 UTC 2026","failed","Mon Mar 30 16:01:19 UTC 2026","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Mar 30 16:02:09 UTC 2026","skipped","Mon Mar 30 16:02:09 UTC 2026","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Mar 30 16:01:20 UTC 2026","failed","Mon Mar 30 16:01:20 UTC 2026","tests.api.TokenBasedAuthTest","Edge","tests.api.TokenBasedAuthTest","setUp"
"Negative login check","523","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Mar 30 16:00:00 UTC 2026","broken","Mon Mar 30 16:00:01 UTC 2026","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Mar 30 16:02:09 UTC 2026","failed","Mon Mar 30 16:02:09 UTC 2026","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","setUp"
"Negative login check","756","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Mar 30 15:59:22 UTC 2026","broken","Mon Mar 30 15:59:23 UTC 2026","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Mar 30 16:01:20 UTC 2026","skipped","Mon Mar 30 16:01:20 UTC 2026","tests.api.TokenBasedAuthTest","Edge","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"Negative login check","574","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Mar 30 15:59:25 UTC 2026","broken","Mon Mar 30 15:59:25 UTC 2026","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","833","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Mar 30 15:59:36 UTC 2026","broken","Mon Mar 30 15:59:36 UTC 2026","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"","238","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Mar 30 16:01:15 UTC 2026","failed","Mon Mar 30 16:01:16 UTC 2026","tests.api.CreateUserTest","Chrome","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"Creating a new account with valid data","10639","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Mar 30 16:01:01 UTC 2026","broken","Mon Mar 30 16:01:12 UTC 2026","tests.ui.RegistrationTest","Chrome","tests.ui.RegistrationTest","checkCreateNewAccount"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Mar 30 16:01:16 UTC 2026","skipped","Mon Mar 30 16:01:16 UTC 2026","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"","194","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Mar 30 16:02:08 UTC 2026","failed","Mon Mar 30 16:02:09 UTC 2026","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"","186","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Mar 30 16:01:15 UTC 2026","failed","Mon Mar 30 16:01:15 UTC 2026","tests.api.CreateUserTest","Chrome","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"Negative login check","505","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Mar 30 15:59:35 UTC 2026","broken","Mon Mar 30 15:59:35 UTC 2026","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"Check if user can login from home page","11141","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Mar 30 15:59:59 UTC 2026","broken","Mon Mar 30 16:00:11 UTC 2026","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkValidLogin"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10706","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Mar 30 16:00:34 UTC 2026","broken","Mon Mar 30 16:00:44 UTC 2026","tests.ui.EventMapTest","Edge","tests.ui.EventMapTest","checkMapMarker"
"Negative login check","1046","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Mar 30 15:59:30 UTC 2026","broken","Mon Mar 30 15:59:31 UTC 2026","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","10895","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Mar 30 16:01:08 UTC 2026","broken","Mon Mar 30 16:01:19 UTC 2026","tests.ui.RegistrationTest","Edge","tests.ui.RegistrationTest","checkCreateNewAccount"
