"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","135165","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Thu Feb 20 13:54:16 GMT 2025","broken","Thu Feb 20 13:56:31 GMT 2025","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"","135165","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Thu Feb 20 13:53:52 GMT 2025","broken","Thu Feb 20 13:56:07 GMT 2025","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"","135166","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Thu Feb 20 14:01:02 GMT 2025","broken","Thu Feb 20 14:03:17 GMT 2025","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"Negative login check","11554","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Thu Feb 20 13:47:41 GMT 2025","broken","Thu Feb 20 13:47:52 GMT 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","11097","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Thu Feb 20 13:48:24 GMT 2025","broken","Thu Feb 20 13:48:35 GMT 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","1456","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Thu Feb 20 13:49:21 GMT 2025","passed","Thu Feb 20 13:49:23 GMT 2025","tests.ui.RegistrationTest","Edge","tests.ui.RegistrationTest","checkCreateNewAccount"
"","135166","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Thu Feb 20 14:00:37 GMT 2025","broken","Thu Feb 20 14:02:52 GMT 2025","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"Negative login check","11198","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Thu Feb 20 13:47:53 GMT 2025","broken","Thu Feb 20 13:48:04 GMT 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"","0","setUp","Meeting with friends CrossBrowserTest","Thu Feb 20 14:05:32 GMT 2025","broken","Thu Feb 20 14:05:32 GMT 2025","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","setUp"
"Negative login check","11139","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Thu Feb 20 13:46:42 GMT 2025","broken","Thu Feb 20 13:46:53 GMT 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","11325","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Thu Feb 20 13:47:02 GMT 2025","broken","Thu Feb 20 13:47:14 GMT 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"","135166","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Thu Feb 20 13:53:19 GMT 2025","broken","Thu Feb 20 13:55:34 GMT 2025","tests.api.CreateUserTest","Chrome","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"Negative login check","11061","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Thu Feb 20 13:47:17 GMT 2025","broken","Thu Feb 20 13:47:28 GMT 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
