"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Negative login check","268","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Nov 17 15:13:16 UTC 2025","broken","Mon Nov 17 15:13:17 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10607","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Nov 17 15:14:40 UTC 2025","broken","Mon Nov 17 15:14:51 UTC 2025","tests.ui.EventMapTest","Edge","tests.ui.EventMapTest","checkMapMarker"
"","1","setUp","Meeting with friends CrossBrowserTest","Mon Nov 17 15:16:08 UTC 2025","failed","Mon Nov 17 15:16:08 UTC 2025","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","setUp"
"Creating a new account with valid data","10698","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Nov 17 15:15:13 UTC 2025","broken","Mon Nov 17 15:15:24 UTC 2025","tests.ui.RegistrationTest","Edge","tests.ui.RegistrationTest","checkCreateNewAccount"
"Negative login check","575","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Nov 17 15:13:38 UTC 2025","broken","Mon Nov 17 15:13:39 UTC 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10433","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Nov 17 15:15:15 UTC 2025","broken","Mon Nov 17 15:15:26 UTC 2025","tests.ui.EventMapTest","FireFox","tests.ui.EventMapTest","checkMapMarker"
"Negative login check","504","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Nov 17 15:14:02 UTC 2025","broken","Mon Nov 17 15:14:03 UTC 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"Check if user can login from home page","10836","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Nov 17 15:14:06 UTC 2025","broken","Mon Nov 17 15:14:17 UTC 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkValidLogin"
"Negative login check","498","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Nov 17 15:13:51 UTC 2025","broken","Mon Nov 17 15:13:51 UTC 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"","102","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Nov 17 15:15:25 UTC 2025","failed","Mon Nov 17 15:15:25 UTC 2025","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"","213","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Nov 17 15:15:25 UTC 2025","failed","Mon Nov 17 15:15:26 UTC 2025","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"","202","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Nov 17 15:15:00 UTC 2025","failed","Mon Nov 17 15:15:00 UTC 2025","tests.api.CreateUserTest","Chrome","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"Check if user can login from home page","10744","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Nov 17 15:14:33 UTC 2025","broken","Mon Nov 17 15:14:44 UTC 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkValidLogin"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Nov 17 15:15:26 UTC 2025","skipped","Mon Nov 17 15:15:26 UTC 2025","tests.api.TokenBasedAuthTest","Edge","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"","1","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Nov 17 15:16:08 UTC 2025","skipped","Mon Nov 17 15:16:08 UTC 2025","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Nov 17 15:15:26 UTC 2025","failed","Mon Nov 17 15:15:26 UTC 2025","tests.api.TokenBasedAuthTest","Edge","tests.api.TokenBasedAuthTest","setUp"
"","284","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Nov 17 15:15:01 UTC 2025","failed","Mon Nov 17 15:15:01 UTC 2025","tests.api.CreateUserTest","Chrome","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"Negative login check","1427","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Nov 17 15:13:42 UTC 2025","broken","Mon Nov 17 15:13:43 UTC 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","10666","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Nov 17 15:14:47 UTC 2025","broken","Mon Nov 17 15:14:57 UTC 2025","tests.ui.RegistrationTest","Chrome","tests.ui.RegistrationTest","checkCreateNewAccount"
"","107","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Nov 17 15:16:07 UTC 2025","failed","Mon Nov 17 15:16:07 UTC 2025","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"","292","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Nov 17 15:16:07 UTC 2025","failed","Mon Nov 17 15:16:08 UTC 2025","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"Negative login check","307","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Nov 17 15:13:14 UTC 2025","broken","Mon Nov 17 15:13:15 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10611","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Nov 17 15:14:14 UTC 2025","broken","Mon Nov 17 15:14:24 UTC 2025","tests.ui.EventMapTest","Chrome","tests.ui.EventMapTest","checkMapMarker"
"Check if user can login from home page","10486","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Nov 17 15:13:39 UTC 2025","broken","Mon Nov 17 15:13:50 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkValidLogin"
"Negative login check","409","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Nov 17 15:13:35 UTC 2025","broken","Mon Nov 17 15:13:35 UTC 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","270","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Nov 17 15:13:12 UTC 2025","broken","Mon Nov 17 15:13:13 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","492","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Nov 17 15:13:38 UTC 2025","broken","Mon Nov 17 15:13:39 UTC 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Nov 17 15:15:01 UTC 2025","skipped","Mon Nov 17 15:15:01 UTC 2025","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"Creating a new account with valid data","10616","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Nov 17 15:15:55 UTC 2025","broken","Mon Nov 17 15:16:06 UTC 2025","tests.ui.RegistrationTest","FireFox","tests.ui.RegistrationTest","checkCreateNewAccount"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Nov 17 15:15:01 UTC 2025","failed","Mon Nov 17 15:15:01 UTC 2025","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","setUp"
