"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","788","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Mar 31 15:11:58 GMT 2025","passed","Mon Mar 31 15:11:59 GMT 2025","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","2749","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Mar 31 15:11:18 GMT 2025","broken","Mon Mar 31 15:11:21 GMT 2025","tests.ui.EventMapTest","FireFox","tests.ui.EventMapTest","checkMapMarker"
"","976","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Mar 31 15:11:30 GMT 2025","failed","Mon Mar 31 15:11:31 GMT 2025","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"Creating a new account with valid data","1551","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Mar 31 15:11:55 GMT 2025","passed","Mon Mar 31 15:11:57 GMT 2025","tests.ui.RegistrationTest","Edge","tests.ui.RegistrationTest","checkCreateNewAccount"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","2201","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Mar 31 15:10:53 GMT 2025","passed","Mon Mar 31 15:10:55 GMT 2025","tests.ui.EventMapTest","Chrome","tests.ui.EventMapTest","checkMapMarker"
"Negative login check","1300","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Mar 31 15:11:42 GMT 2025","passed","Mon Mar 31 15:11:43 GMT 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"","137","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Mar 31 15:11:04 GMT 2025","passed","Mon Mar 31 15:11:04 GMT 2025","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"Negative login check","1522","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Mar 31 15:10:54 GMT 2025","passed","Mon Mar 31 15:10:55 GMT 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","1359","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Mar 31 15:10:55 GMT 2025","passed","Mon Mar 31 15:10:57 GMT 2025","tests.ui.RegistrationTest","Chrome","tests.ui.RegistrationTest","checkCreateNewAccount"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","876","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Mar 31 15:11:53 GMT 2025","broken","Mon Mar 31 15:11:54 GMT 2025","tests.ui.EventMapTest","Edge","tests.ui.EventMapTest","checkMapMarker"
