"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Negative login check","640","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Apr 06 15:37:20 UTC 2026","broken","Mon Apr 06 15:37:21 UTC 2026","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","752","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Apr 06 15:37:12 UTC 2026","broken","Mon Apr 06 15:37:13 UTC 2026","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","964","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Apr 06 15:37:07 UTC 2026","broken","Mon Apr 06 15:37:08 UTC 2026","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Apr 06 15:38:58 UTC 2026","skipped","Mon Apr 06 15:38:58 UTC 2026","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"","1","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Apr 06 15:39:04 UTC 2026","skipped","Mon Apr 06 15:39:04 UTC 2026","tests.api.TokenBasedAuthTest","Edge","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"Check if user can login from home page","11007","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Apr 06 15:37:36 UTC 2026","broken","Mon Apr 06 15:37:47 UTC 2026","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkValidLogin"
"Negative login check","639","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Apr 06 15:37:20 UTC 2026","broken","Mon Apr 06 15:37:21 UTC 2026","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Apr 06 15:39:51 UTC 2026","failed","Mon Apr 06 15:39:51 UTC 2026","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","setUp"
"Negative login check","627","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Apr 06 15:37:16 UTC 2026","broken","Mon Apr 06 15:37:17 UTC 2026","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","481","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Apr 06 15:37:32 UTC 2026","broken","Mon Apr 06 15:37:33 UTC 2026","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","10787","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Apr 06 15:38:44 UTC 2026","broken","Mon Apr 06 15:38:54 UTC 2026","tests.ui.RegistrationTest","Chrome","tests.ui.RegistrationTest","checkCreateNewAccount"
"","161","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Apr 06 15:39:03 UTC 2026","failed","Mon Apr 06 15:39:04 UTC 2026","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"Negative login check","496","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Apr 06 15:37:43 UTC 2026","broken","Mon Apr 06 15:37:44 UTC 2026","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10692","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Apr 06 15:38:10 UTC 2026","broken","Mon Apr 06 15:38:21 UTC 2026","tests.ui.EventMapTest","Chrome","tests.ui.EventMapTest","checkMapMarker"
"Check if user can login from home page","10898","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Apr 06 15:37:44 UTC 2026","broken","Mon Apr 06 15:37:55 UTC 2026","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkValidLogin"
"Creating a new account with valid data","10386","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Apr 06 15:38:52 UTC 2026","broken","Mon Apr 06 15:39:03 UTC 2026","tests.ui.RegistrationTest","Edge","tests.ui.RegistrationTest","checkCreateNewAccount"
"Negative login check","435","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Apr 06 15:37:04 UTC 2026","broken","Mon Apr 06 15:37:04 UTC 2026","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"Check if user can login from home page","10587","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Apr 06 15:38:15 UTC 2026","broken","Mon Apr 06 15:38:26 UTC 2026","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkValidLogin"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10752","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Apr 06 15:38:18 UTC 2026","broken","Mon Apr 06 15:38:29 UTC 2026","tests.ui.EventMapTest","Edge","tests.ui.EventMapTest","checkMapMarker"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Apr 06 15:38:58 UTC 2026","failed","Mon Apr 06 15:38:58 UTC 2026","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","setUp"
"Negative login check","688","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Apr 06 15:37:11 UTC 2026","broken","Mon Apr 06 15:37:12 UTC 2026","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"","145","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Apr 06 15:39:50 UTC 2026","failed","Mon Apr 06 15:39:50 UTC 2026","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"","142","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Apr 06 15:38:57 UTC 2026","failed","Mon Apr 06 15:38:57 UTC 2026","tests.api.CreateUserTest","Chrome","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
