"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Negative login check","1421","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon May 19 15:11:56 GMT 2025","passed","Mon May 19 15:11:58 GMT 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","1584","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon May 19 15:11:51 GMT 2025","passed","Mon May 19 15:11:53 GMT 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"Check if user can login from home page","11007","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon May 19 15:12:23 GMT 2025","failed","Mon May 19 15:12:34 GMT 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkValidLogin"
"","412","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon May 19 15:13:09 GMT 2025","failed","Mon May 19 15:13:09 GMT 2025","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"","114","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon May 19 15:13:10 GMT 2025","failed","Mon May 19 15:13:10 GMT 2025","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"Check if user can login from home page","11308","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon May 19 15:12:13 GMT 2025","failed","Mon May 19 15:12:25 GMT 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkValidLogin"
"Negative login check","1437","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon May 19 15:11:47 GMT 2025","passed","Mon May 19 15:11:49 GMT 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","1611","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon May 19 15:11:45 GMT 2025","passed","Mon May 19 15:11:47 GMT 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","883","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon May 19 15:12:42 GMT 2025","broken","Mon May 19 15:12:42 GMT 2025","tests.ui.EventMapTest","Edge","tests.ui.EventMapTest","checkMapMarker"
"","215","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon May 19 15:13:08 GMT 2025","failed","Mon May 19 15:13:08 GMT 2025","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
