"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Oct 27 15:15:14 UTC 2025","failed","Mon Oct 27 15:15:14 UTC 2025","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","setUp"
"Check if user can login from home page","10677","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Oct 27 15:13:16 UTC 2025","broken","Mon Oct 27 15:13:26 UTC 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkValidLogin"
"","394","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Oct 27 15:14:37 UTC 2025","failed","Mon Oct 27 15:14:37 UTC 2025","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"","1","setUp","Meeting with friends CrossBrowserTest","Mon Oct 27 15:14:28 UTC 2025","failed","Mon Oct 27 15:14:28 UTC 2025","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","setUp"
"Negative login check","478","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Oct 27 15:12:51 UTC 2025","broken","Mon Oct 27 15:12:51 UTC 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10615","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Oct 27 15:14:22 UTC 2025","broken","Mon Oct 27 15:14:33 UTC 2025","tests.ui.EventMapTest","FireFox","tests.ui.EventMapTest","checkMapMarker"
"","282","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Oct 27 15:14:26 UTC 2025","failed","Mon Oct 27 15:14:26 UTC 2025","tests.api.CreateUserTest","Chrome","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10719","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Oct 27 15:13:50 UTC 2025","broken","Mon Oct 27 15:14:00 UTC 2025","tests.ui.EventMapTest","Edge","tests.ui.EventMapTest","checkMapMarker"
"Negative login check","927","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Oct 27 15:12:34 UTC 2025","broken","Mon Oct 27 15:12:35 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","452","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Oct 27 15:12:41 UTC 2025","broken","Mon Oct 27 15:12:41 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"","1","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Oct 27 15:14:37 UTC 2025","skipped","Mon Oct 27 15:14:37 UTC 2025","tests.api.TokenBasedAuthTest","Edge","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"","289","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Oct 27 15:14:27 UTC 2025","failed","Mon Oct 27 15:14:28 UTC 2025","tests.api.CreateUserTest","Chrome","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"Check if user can login from home page","10839","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Oct 27 15:13:05 UTC 2025","broken","Mon Oct 27 15:13:16 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkValidLogin"
"Creating a new account with valid data","10729","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Oct 27 15:14:13 UTC 2025","broken","Mon Oct 27 15:14:23 UTC 2025","tests.ui.RegistrationTest","Chrome","tests.ui.RegistrationTest","checkCreateNewAccount"
"Creating a new account with valid data","10666","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Oct 27 15:15:01 UTC 2025","broken","Mon Oct 27 15:15:12 UTC 2025","tests.ui.RegistrationTest","FireFox","tests.ui.RegistrationTest","checkCreateNewAccount"
"Negative login check","515","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Oct 27 15:12:47 UTC 2025","broken","Mon Oct 27 15:12:47 UTC 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","700","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Oct 27 15:12:49 UTC 2025","broken","Mon Oct 27 15:12:50 UTC 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"","107","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Oct 27 15:15:13 UTC 2025","failed","Mon Oct 27 15:15:13 UTC 2025","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"Negative login check","395","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Oct 27 15:12:38 UTC 2025","broken","Mon Oct 27 15:12:38 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","432","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Oct 27 15:13:11 UTC 2025","broken","Mon Oct 27 15:13:12 UTC 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Oct 27 15:14:28 UTC 2025","skipped","Mon Oct 27 15:14:28 UTC 2025","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"","1","setUp","Meeting with friends CrossBrowserTest","Mon Oct 27 15:14:37 UTC 2025","failed","Mon Oct 27 15:14:37 UTC 2025","tests.api.TokenBasedAuthTest","Edge","tests.api.TokenBasedAuthTest","setUp"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10701","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Oct 27 15:13:39 UTC 2025","broken","Mon Oct 27 15:13:50 UTC 2025","tests.ui.EventMapTest","Chrome","tests.ui.EventMapTest","checkMapMarker"
"","130","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Oct 27 15:14:36 UTC 2025","failed","Mon Oct 27 15:14:36 UTC 2025","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"","200","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Oct 27 15:15:14 UTC 2025","failed","Mon Oct 27 15:15:14 UTC 2025","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
