"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","195","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Dec 15 15:18:45 UTC 2025","failed","Mon Dec 15 15:18:46 UTC 2025","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"Check if user can login from home page","10853","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Dec 15 15:17:02 UTC 2025","broken","Mon Dec 15 15:17:13 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkValidLogin"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Dec 15 15:19:14 UTC 2025","skipped","Mon Dec 15 15:19:14 UTC 2025","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"Negative login check","444","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Dec 15 15:17:00 UTC 2025","broken","Mon Dec 15 15:17:00 UTC 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"Check if user can login from home page","10690","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Dec 15 15:17:26 UTC 2025","broken","Mon Dec 15 15:17:37 UTC 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkValidLogin"
"Negative login check","338","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Dec 15 15:16:38 UTC 2025","broken","Mon Dec 15 15:16:38 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Dec 15 15:18:23 UTC 2025","failed","Mon Dec 15 15:18:23 UTC 2025","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","setUp"
"Creating a new account with valid data","10446","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Dec 15 15:19:02 UTC 2025","broken","Mon Dec 15 15:19:12 UTC 2025","tests.ui.RegistrationTest","FireFox","tests.ui.RegistrationTest","checkCreateNewAccount"
"","198","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Dec 15 15:19:14 UTC 2025","failed","Mon Dec 15 15:19:14 UTC 2025","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"Check if user can login from home page","10497","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Dec 15 15:17:41 UTC 2025","broken","Mon Dec 15 15:17:52 UTC 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkValidLogin"
"Negative login check","363","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Dec 15 15:17:11 UTC 2025","broken","Mon Dec 15 15:17:11 UTC 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Dec 15 15:18:46 UTC 2025","failed","Mon Dec 15 15:18:46 UTC 2025","tests.api.TokenBasedAuthTest","Edge","tests.api.TokenBasedAuthTest","setUp"
"Creating a new account with valid data","10677","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Dec 15 15:18:34 UTC 2025","broken","Mon Dec 15 15:18:44 UTC 2025","tests.ui.RegistrationTest","Edge","tests.ui.RegistrationTest","checkCreateNewAccount"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10600","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Dec 15 15:17:59 UTC 2025","broken","Mon Dec 15 15:18:10 UTC 2025","tests.ui.EventMapTest","Edge","tests.ui.EventMapTest","checkMapMarker"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Dec 15 15:19:14 UTC 2025","failed","Mon Dec 15 15:19:14 UTC 2025","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","setUp"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10521","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Dec 15 15:17:36 UTC 2025","broken","Mon Dec 15 15:17:46 UTC 2025","tests.ui.EventMapTest","Chrome","tests.ui.EventMapTest","checkMapMarker"
"","95","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Dec 15 15:19:13 UTC 2025","failed","Mon Dec 15 15:19:13 UTC 2025","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","11196","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Dec 15 15:18:21 UTC 2025","broken","Mon Dec 15 15:18:33 UTC 2025","tests.ui.EventMapTest","FireFox","tests.ui.EventMapTest","checkMapMarker"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Dec 15 15:18:46 UTC 2025","skipped","Mon Dec 15 15:18:46 UTC 2025","tests.api.TokenBasedAuthTest","Edge","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"Negative login check","486","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Dec 15 15:16:54 UTC 2025","broken","Mon Dec 15 15:16:55 UTC 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","10487","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Dec 15 15:18:08 UTC 2025","broken","Mon Dec 15 15:18:19 UTC 2025","tests.ui.RegistrationTest","Chrome","tests.ui.RegistrationTest","checkCreateNewAccount"
"Negative login check","419","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Dec 15 15:16:47 UTC 2025","broken","Mon Dec 15 15:16:48 UTC 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"","241","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Dec 15 15:18:23 UTC 2025","failed","Mon Dec 15 15:18:23 UTC 2025","tests.api.CreateUserTest","Chrome","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"Negative login check","295","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Dec 15 15:16:36 UTC 2025","broken","Mon Dec 15 15:16:36 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","499","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Dec 15 15:16:58 UTC 2025","broken","Mon Dec 15 15:16:58 UTC 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"Negative login check","648","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Dec 15 15:17:02 UTC 2025","broken","Mon Dec 15 15:17:02 UTC 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"","244","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Dec 15 15:18:22 UTC 2025","failed","Mon Dec 15 15:18:22 UTC 2025","tests.api.CreateUserTest","Chrome","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"Negative login check","273","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Dec 15 15:16:34 UTC 2025","broken","Mon Dec 15 15:16:34 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"","100","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Dec 15 15:18:45 UTC 2025","failed","Mon Dec 15 15:18:45 UTC 2025","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Dec 15 15:18:23 UTC 2025","skipped","Mon Dec 15 15:18:23 UTC 2025","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
