"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Sep 01 15:12:41 UTC 2025","skipped","Mon Sep 01 15:12:41 UTC 2025","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"","2278","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Sep 01 15:12:04 UTC 2025","failed","Mon Sep 01 15:12:07 UTC 2025","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"","114","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Sep 01 15:12:40 UTC 2025","failed","Mon Sep 01 15:12:40 UTC 2025","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"Check if user can login from home page","10704","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Sep 01 15:10:43 UTC 2025","broken","Mon Sep 01 15:10:54 UTC 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkValidLogin"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Sep 01 15:12:41 UTC 2025","failed","Mon Sep 01 15:12:41 UTC 2025","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","setUp"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Sep 01 15:11:52 UTC 2025","failed","Mon Sep 01 15:11:52 UTC 2025","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","setUp"
"Creating a new account with valid data","10462","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Sep 01 15:12:27 UTC 2025","broken","Mon Sep 01 15:12:37 UTC 2025","tests.ui.RegistrationTest","FireFox","tests.ui.RegistrationTest","checkCreateNewAccount"
"","241","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Sep 01 15:11:50 UTC 2025","failed","Mon Sep 01 15:11:50 UTC 2025","tests.api.CreateUserTest","Chrome","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"Creating a new account with valid data","11411","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Sep 01 15:11:51 UTC 2025","broken","Mon Sep 01 15:12:03 UTC 2025","tests.ui.RegistrationTest","Edge","tests.ui.RegistrationTest","checkCreateNewAccount"
"Negative login check","466","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Sep 01 15:10:37 UTC 2025","broken","Mon Sep 01 15:10:37 UTC 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
