"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Negative login check","768","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Dec 01 15:13:13 UTC 2025","broken","Mon Dec 01 15:13:14 UTC 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","10486","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Dec 01 15:15:02 UTC 2025","broken","Mon Dec 01 15:15:12 UTC 2025","tests.ui.RegistrationTest","FireFox","tests.ui.RegistrationTest","checkCreateNewAccount"
"Negative login check","535","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Dec 01 15:12:55 UTC 2025","broken","Mon Dec 01 15:12:56 UTC 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Dec 01 15:14:34 UTC 2025","failed","Mon Dec 01 15:14:34 UTC 2025","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","setUp"
"","295","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Dec 01 15:14:32 UTC 2025","failed","Mon Dec 01 15:14:32 UTC 2025","tests.api.CreateUserTest","Chrome","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"Check if user can login from home page","10565","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Dec 01 15:13:42 UTC 2025","broken","Mon Dec 01 15:13:53 UTC 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkValidLogin"
"Negative login check","460","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Dec 01 15:12:43 UTC 2025","broken","Mon Dec 01 15:12:44 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Dec 01 15:14:34 UTC 2025","skipped","Mon Dec 01 15:14:34 UTC 2025","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"","181","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Dec 01 15:15:13 UTC 2025","failed","Mon Dec 01 15:15:14 UTC 2025","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"","241","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Dec 01 15:14:40 UTC 2025","failed","Mon Dec 01 15:14:40 UTC 2025","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"Negative login check","473","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Dec 01 15:12:46 UTC 2025","broken","Mon Dec 01 15:12:47 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10676","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Dec 01 15:14:23 UTC 2025","broken","Mon Dec 01 15:14:33 UTC 2025","tests.ui.EventMapTest","FireFox","tests.ui.EventMapTest","checkMapMarker"
"","494","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Dec 01 15:15:14 UTC 2025","failed","Mon Dec 01 15:15:15 UTC 2025","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"Creating a new account with valid data","10590","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Dec 01 15:14:29 UTC 2025","broken","Mon Dec 01 15:14:40 UTC 2025","tests.ui.RegistrationTest","Edge","tests.ui.RegistrationTest","checkCreateNewAccount"
"Negative login check","567","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Dec 01 15:12:52 UTC 2025","broken","Mon Dec 01 15:12:52 UTC 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","10665","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Dec 01 15:14:19 UTC 2025","broken","Mon Dec 01 15:14:29 UTC 2025","tests.ui.RegistrationTest","Chrome","tests.ui.RegistrationTest","checkCreateNewAccount"
"","1","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Dec 01 15:14:42 UTC 2025","skipped","Mon Dec 01 15:14:42 UTC 2025","tests.api.TokenBasedAuthTest","Edge","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"Check if user can login from home page","10771","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Dec 01 15:13:13 UTC 2025","broken","Mon Dec 01 15:13:23 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkValidLogin"
"Negative login check","429","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Dec 01 15:12:58 UTC 2025","broken","Mon Dec 01 15:12:59 UTC 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"","0","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Dec 01 15:15:15 UTC 2025","skipped","Mon Dec 01 15:15:15 UTC 2025","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"Negative login check","444","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Dec 01 15:12:49 UTC 2025","broken","Mon Dec 01 15:12:50 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
"","374","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Dec 01 15:14:42 UTC 2025","failed","Mon Dec 01 15:14:42 UTC 2025","tests.api.CreateUserTest","Edge","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10636","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Dec 01 15:13:46 UTC 2025","broken","Mon Dec 01 15:13:56 UTC 2025","tests.ui.EventMapTest","Chrome","tests.ui.EventMapTest","checkMapMarker"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Dec 01 15:14:42 UTC 2025","failed","Mon Dec 01 15:14:42 UTC 2025","tests.api.TokenBasedAuthTest","Edge","tests.api.TokenBasedAuthTest","setUp"
"Negative login check","489","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Dec 01 15:13:04 UTC 2025","broken","Mon Dec 01 15:13:05 UTC 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Dec 01 15:15:15 UTC 2025","failed","Mon Dec 01 15:15:15 UTC 2025","tests.api.TokenBasedAuthTest","FireFox","tests.api.TokenBasedAuthTest","setUp"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10753","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Dec 01 15:13:55 UTC 2025","broken","Mon Dec 01 15:14:06 UTC 2025","tests.ui.EventMapTest","Edge","tests.ui.EventMapTest","checkMapMarker"
"Check if user can login from home page","10642","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Dec 01 15:13:22 UTC 2025","broken","Mon Dec 01 15:13:33 UTC 2025","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkValidLogin"
"","405","shouldReturnConflictWhenCreatingUserWithExistingEmail","Meeting with friends CrossBrowserTest","Mon Dec 01 15:14:33 UTC 2025","failed","Mon Dec 01 15:14:34 UTC 2025","tests.api.CreateUserTest","Chrome","tests.api.CreateUserTest","shouldReturnConflictWhenCreatingUserWithExistingEmail"
"Negative login check","706","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Dec 01 15:12:52 UTC 2025","broken","Mon Dec 01 15:12:53 UTC 2025","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
