"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Creating a new account with valid data","10416","Verify that a new account can be created with valid data","Meeting with friends CrossBrowserTest","Mon Jan 26 15:22:11 UTC 2026","broken","Mon Jan 26 15:22:21 UTC 2026","tests.ui.RegistrationTest","FireFox","tests.ui.RegistrationTest","checkCreateNewAccount"
"Negative login check","717","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Jan 26 15:19:40 UTC 2026","broken","Mon Jan 26 15:19:41 UTC 2026","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"Check if user can login from home page","10767","Check if user can login from home page","Meeting with friends CrossBrowserTest","Mon Jan 26 15:20:08 UTC 2026","broken","Mon Jan 26 15:20:19 UTC 2026","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkValidLogin"
"Negative login check","731","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Jan 26 15:19:40 UTC 2026","broken","Mon Jan 26 15:19:41 UTC 2026","tests.ui.LoginTest","FireFox","tests.ui.LoginTest","checkInvalidLogin"
"","104","shouldCreateUserSuccessfully","Meeting with friends CrossBrowserTest","Mon Jan 26 15:22:23 UTC 2026","failed","Mon Jan 26 15:22:23 UTC 2026","tests.api.CreateUserTest","FireFox","tests.api.CreateUserTest","shouldCreateUserSuccessfully"
"","1","shouldFetchUserByIdSuccessfully","Meeting with friends CrossBrowserTest","Mon Jan 26 15:21:00 UTC 2026","skipped","Mon Jan 26 15:21:00 UTC 2026","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","shouldFetchUserByIdSuccessfully"
"","0","setUp","Meeting with friends CrossBrowserTest","Mon Jan 26 15:21:00 UTC 2026","failed","Mon Jan 26 15:21:00 UTC 2026","tests.api.TokenBasedAuthTest","Chrome","tests.api.TokenBasedAuthTest","setUp"
"Negative login check","666","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Jan 26 15:19:37 UTC 2026","broken","Mon Jan 26 15:19:37 UTC 2026","tests.ui.LoginTest","Edge","tests.ui.LoginTest","checkInvalidLogin"
"The test logs into the application, sets the geolocation, opens the event page, clicks on the map, and asserts that the map is displayed.","10414","This test verifies the functionality of opening the street map and checking its visibility.","Meeting with friends CrossBrowserTest","Mon Jan 26 15:21:32 UTC 2026","broken","Mon Jan 26 15:21:42 UTC 2026","tests.ui.EventMapTest","FireFox","tests.ui.EventMapTest","checkMapMarker"
"Negative login check","295","Check that user cannot login with invalid data","Meeting with friends CrossBrowserTest","Mon Jan 26 15:19:15 UTC 2026","broken","Mon Jan 26 15:19:16 UTC 2026","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkInvalidLogin"
